#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321AE070F
#Date Time: 2025-04-23 12:10:13.720
#Trace: Trace 1
#Start: 0 Hz
#Stop: 5000 Hz
#BINs: 4097
#Rate: 10000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.53121 V
#Offset: 0.000184734 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48273 V
#Offset: 4.47872e-05 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Custom1
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Phase: 0 °

#Frequency (Hz),Trace 1 (V),Phase (deg)
233.154296875,6.63464171241308e-05,20.09538059597963
234.375,5.938625774956802e-05,24.72919765576945
235.595703125,4.094161743853982e-05,56.56254975188022
236.81640625,3.808397054884616e-05,91.81110208940773
238.037109375,5.193369282630001e-05,100.4767430909358
239.2578125,6.048023243475555e-05,84.09174908165838
240.478515625,6.434567032768351e-05,61.69347806581396
241.69921875,7.761070652969101e-05,56.82111971169782
242.919921875,8.822961641795441e-05,53.97098963552378
244.140625,8.138599789799767e-05,59.78223482343126
245.361328125,8.424780063873761e-05,84.5196531046019
246.58203125,9.451772509124763e-05,102.1240381109207
247.802734375,9.150763799887993e-05,116.3550082018445
249.0234375,8.853315859841412e-05,130.4478715574709
250.244140625,8.381705976107436e-05,139.4419604476907
251.46484375,6.871336941555711e-05,138.7856079161612
252.685546875,4.884949445596254e-05,131.9090779157903
253.90625,3.133470587963565e-05,119.2808662059006
255.126953125,1.689116595222907e-05,76.07877170893043
256.34765625,2.85844183676354e-05,175.7193997474772
257.568359375,5.509422450379144e-05,160.2623021332275
258.7890625,6.54328664460808e-05,157.570792831715
260.009765625,5.481032500305397e-05,155.5513274247235
261.23046875,3.470125973654988e-05,150.0492632064139
262.451171875,1.261774273642319e-05,130.6187856910544
263.671875,1.942450595503174e-05,174.1701168502724
264.892578125,4.193227603831799e-05,165.2851269517648
266.11328125,4.529616416534386e-05,169.2179971163401
267.333984375,3.745989623579272e-05,22.25152348542411
268.5546875,4.846600092173991e-05,61.90118387455693
269.775390625,6.358271238211153e-05,69.48320686967575
270.99609375,7.781661459547815e-05,69.80264078936362
272.216796875,8.6059306725396e-05,69.4180862600362
273.4375,9.440768463857823e-05,61.5512385500481
274.658203125,0.0001079346510094157,55.89734995179985
275.87890625,0.0001061954924820514,58.60610399730636
277.099609375,8.750666756470544e-05,60.60518051496031
278.3203125,6.578043795612895e-05,53.61088080691384
279.541015625,4.388778164017334e-05,30.75093970631439
280.76171875,3.354858259989085e-05,148.9449028325173
281.982421875,4.597598068793152e-05,115.528819073624
283.203125,5.122562246600063e-05,111.4572767226684
284.423828125,5.443636627918455e-05,112.2178408863288
285.64453125,5.186478312137681e-05,115.1198102639498
286.865234375,4.41587452645657e-05,113.7777474338514
288.0859375,3.212817438350005e-05,108.8824210517515
289.306640625,2.428003442093279e-05,97.45306000739527
290.52734375,3.514683171795257e-05,93.66750928932359
291.748046875,4.602671579797413e-05,113.7786663286363
292.96875,4.478184474339355e-05,152.3130842656517
294.189453125,4.463941702106574e-05,5.2060005043551
295.41015625,3.356211707170532e-05,37.35693356793173
296.630859375,4.640280349041156e-05,87.12091260479517
297.8515625,6.231292256187399e-05,95.4753411245342
299.072265625,4.693064783966372e-05,94.44280631374605
300.29296875,2.414261704022921e-05,79.99888623823946
301.513671875,1.748162795497058e-05,49.27983865480999
302.734375,1.050012517101644e-05,119.9455078570301
303.955078125,2.809683556354842e-05,1.799017249655753
305.17578125,2.971923939179432e-05,17.65224038337628
306.396484375,1.974678358910105e-05,29.5764847532437
307.6171875,1.312403570316197e-05,81.22326569130779
308.837890625,1.448543197638838e-05,133.8771881767712
310.05859375,7.32009114967358e-06,163.3422045417503
311.279296875,3.000721384527861e-06,1.16548166376377
312.5,1.058178041990478e-05,153.6963771054314
313.720703125,3.842383178928175e-06,89.63632459846815
314.94140625,2.752093503395822e-05,158.6832060584501
316.162109375,3.929235677097645e-05,162.7006775994535
317.3828125,2.74159450519698e-05,169.7727292174758
318.603515625,1.058017556884905e-05,2.093366383038266
319.82421875,2.4002640681509e-05,128.506001152004
321.044921875,6.100760486604808e-05,130.7182964319526
322.265625,7.628782216440059e-05,123.5097863042787
323.486328125,7.640178859965216e-05,112.7918713049478
324.70703125,7.331788530196667e-05,103.1482869442595
325.927734375,6.282502365582151e-05,96.91671816509566
327.1484375,5.496122818440695e-05,105.0991885113162
328.369140625,6.454967582528782e-05,121.5956286463418
329.58984375,7.71632930591111e-05,132.1823440987028
330.810546875,8.627011453588402e-05,144.8482784460525
332.03125,8.450093115157649e-05,150.7278276101369
333.251953125,6.130672889952991e-05,148.1954259291228
334.47265625,3.047487571184927e-05,142.6341608964909
335.693359375,1.554766689136649e-05,93.04846559288954
336.9140625,2.998321837509707e-05,59.87102223789336
338.134765625,3.394955257505895e-05,57.71170410912876
339.35546875,2.254005148658464e-05,87.96584143557817
340.576171875,2.454189323234271e-05,171.5808837164535
341.796875,5.033262935916363e-05,44.53264760417575
343.017578125,8.060991540026687e-05,55.66287159027887
344.23828125,0.0001214137069378812,49.22546634637437
345.458984375,0.0002062557567184222,44.96648642734683
346.6796875,0.0002580337191071474,41.62040156971168
347.900390625,0.000249764960151964,37.97759065252806
349.12109375,0.0002519081716468999,40.0880619332049
350.341796875,0.0002102806256903164,44.56591798543903
351.5625,0.0001386888794019592,46.77214858271068
352.783203125,0.0001207661641753519,45.30535442349493
354.00390625,0.0001111533156367049,39.44557091072953
355.224609375,8.784362605832755e-05,25.93727842331213
356.4453125,6.305312952820043e-05,15.85932778533065
357.666015625,3.730720220603738e-05,21.78845860795728
358.88671875,3.273500845081352e-05,54.32091583395147
360.107421875,4.4421818895832e-05,73.8817967613453
361.328125,4.598347810802573e-05,68.87406753554752
362.548828125,4.025478641399687e-05,50.27767172265523
363.76953125,2.725068080678402e-05,33.40499355852308
364.990234375,8.009885422256941e-06,49.36908500085801
366.2109375,2.686585004423155e-05,125.0353471270996
367.431640625,4.746718687655196e-05,128.0738400266762
368.65234375,4.380345676416475e-05,145.3775890350754
369.873046875,2.226657925833644e-05,18.45479045253053
371.09375,3.663188255119704e-05,92.75152083886931
372.314453125,5.030813238701861e-05,90.18158512422944
373.53515625,5.419931752849981e-05,80.03968407974672
374.755859375,3.893110762584273e-05,71.38235218787426
375.9765625,2.13865881991134e-05,53.8344422564133
377.197265625,1.675184803791751e-05,68.49040659166563
378.41796875,1.141889408071959e-05,117.8481019141176
379.638671875,1.440593305535077e-05,17.57658877270985
380.859375,1.955400028862206e-05,38.18214570197595
382.080078125,2.151839239639272e-05,60.68657439922114
383.30078125,2.751656251718172e-05,78.22068474344655
384.521484375,2.982338625464934e-05,68.32043293050407
385.7421875,3.569269601829733e-05,74.79691640610919
386.962890625,4.785876910366497e-05,87.69694629731579
388.18359375,5.298121066412227e-05,74.87897134591998
389.404296875,5.313933609558797e-05,76.56428948374865
390.625,5.309747520273287e-05,101.6287553612342
391.845703125,3.971186403581799e-05,103.0859539972201
393.06640625,2.778394249004823e-05,73.90999058423299
394.287109375,3.167713997561407e-05,49.95432876327479
395.5078125,4.858336331567675e-05,16.61880543202366
396.728515625,7.612409548154858e-05,4.628581656055156
397.94921875,7.812596007245796e-05,8.344859774420994
399.169921875,5.656192114537525e-05,16.80409994532003
400.390625,3.360426215633666e-05,34.14214045908869
401.611328125,2.058470490305538e-05,79.02054906744713
402.83203125,2.576689530920566e-05,106.2522628356565
404.052734375,3.915723873645779e-05,74.29499795538119
405.2734375,6.879701931554498e-05,44.95227042078479
406.494140625,9.590971808568578e-05,39.44741819172876
407.71484375,0.0001054126242175611,47.37184737792806
408.935546875,8.812000001825892e-05,63.38645257642087
410.15625,5.81498939545959e-05,107.0984264628704
411.376953125,6.673087041705955e-05,156.463706469739
412.59765625,8.147425026220969e-05,177.7950972748782
413.818359375,9.500534694570669e-05,16.03559755375024
415.0390625,8.68180210616771e-05,31.05344712988461
416.259765625,5.924821870514496e-05,43.54742514411299
417.48046875,3.704649688989242e-05,46.91365752867728
418.701171875,1.08106588293142e-05,178.8239429967154
419.921875,2.567747286511852e-05,83.87246167310145
421.142578125,3.368595578905681e-05,95.89845260684893
422.36328125,4.002520705310382e-05,132.7118540556878
423.583984375,4.958618804018177e-05,161.2482179495724
424.8046875,5.040650078114368e-05,168.3718949793403
426.025390625,4.415182462458891e-05,146.2832842931543
427.24609375,5.081926716341581e-05,102.7766489252804
428.466796875,7.228639755409479e-05,77.35325531711287
429.6875,7.819683309136454e-05,76.241718696899
430.908203125,7.069003952430877e-05,90.55608868127693
432.12890625,7.402762750036291e-05,107.9627772567856
433.349609375,8.109688318823392e-05,114.9015468528355
434.5703125,8.186271303829319e-05,104.8485334562046
435.791015625,7.826492278391256e-05,83.43673445655374
437.01171875,6.086190136273445e-05,55.94616776368693
438.232421875,4.164340190894882e-05,14.71752894020326
439.453125,3.329367527251907e-05,138.623544489282
440.673828125,3.738685337233959e-05,94.11835457476712
441.89453125,3.509807349472161e-05,81.50298869393502
443.115234375,2.177479920457818e-05,109.157033599001
444.3359375,2.212560341584625e-05,1.650044935393759
445.556640625,3.732792554462013e-05,27.3420818198017
446.77734375,4.53069769360469e-05,24.36413776289518
447.998046875,3.22102736991353e-05,13.40368536077647
449.21875,1.431114993740154e-05,134.9368783650989
450.439453125,2.940898753432747e-05,77.70033376993743
451.66015625,4.248708620688754e-05,62.75637716809467
452.880859375,4.361565990301961e-05,52.08689753167085
454.1015625,3.073081477260533e-05,47.7428882895906
455.322265625,6.873927285587697e-07,70.69859732467552
456.54296875,2.715376094969696e-05,44.82740375658686
457.763671875,3.949634834569453e-05,49.06007641598701
458.984375,5.210549316045194e-05,62.07245365933803
460.205078125,5.980941231164563e-05,75.84835353047617
461.42578125,5.870151177786551e-05,85.95704422264092
462.646484375,5.630880101668158e-05,91.32723122190403
463.8671875,5.627391722330767e-05,96.382171681169
465.087890625,5.781555091906132e-05,92.85941190079667
466.30859375,5.756020751558166e-05,91.21971809542868
467.529296875,5.998383506015523e-05,99.32289051894438
468.75,5.135465110678808e-05,105.0074821865841
469.970703125,2.796844382143819e-05,133.3598024110008
471.19140625,3.353237024036386e-05,15.63258842633572
472.412109375,4.017156501893037e-05,39.0993775364306
473.6328125,2.891570825915139e-05,72.07870907800874
474.853515625,2.480158090380704e-05,128.2965983731341
476.07421875,2.955956060966205e-05,168.9630787692707
477.294921875,3.707459490244365e-05,9.938024585759413
478.515625,2.808505483345457e-05,14.68332898389318
479.736328125,5.875884024509898e-06,126.5826549390836
480.95703125,2.842080876455992e-05,174.3437836232252
482.177734375,3.851023460616956e-05,3.328096578836757
483.3984375,4.144460739862606e-05,8.677944555977657
484.619140625,3.823018567355525e-05,19.44703892477901
485.83984375,3.837560117206648e-05,32.85913730797926
487.060546875,4.560674108005697e-05,33.90335585850906
488.28125,5.557568133952656e-05,28.84374637949663
489.501953125,6.110755416519822e-05,27.99654740942997
490.72265625,5.960881164340132e-05,30.37831392068729
491.943359375,5.235567995984422e-05,30.85942676492065
493.1640625,4.543022143368865e-05,26.09637266610164
494.384765625,4.942280033639979e-05,23.19011848656349
495.60546875,6.234752122858796e-05,26.26869275422553
496.826171875,6.821040263931295e-05,21.54864378745344
498.046875,6.555535928454224e-05,17.26278004964479
499.267578125,5.174811575873816e-05,23.10683814819839
500.48828125,2.202474715220677e-05,26.394699356785
501.708984375,1.003311850110011e-05,25.44624562317868
502.9296875,3.580222549438e-05,21.83806101487227
504.150390625,4.405831726242226e-05,16.47162035216146
505.37109375,2.767376578649947e-05,1.387855643304929
506.591796875,8.753317786969014e-06,120.4922407935835
507.8125,2.430414552569469e-05,27.7470508252935
509.033203125,4.594956387758781e-05,10.81908583795556
510.25390625,5.158074260282744e-05,171.4113809652587
511.474609375,5.346611514224995e-05,150.4878379018492
512.6953125,5.557436918926638e-05,137.8238780962521
513.916015625,5.756662739083985e-05,123.2378875786847
515.13671875,5.620034355199058e-05,117.4349099042645
516.357421875,4.754958122410226e-05,134.3338752078718
517.578125,4.165118943759387e-05,161.9282724996178
518.798828125,3.149774714743282e-05,35.49872501468931
520.01953125,5.952572092513372e-05,93.52042099940292
521.240234375,7.850849476094988e-05,108.6978142905696
522.4609375,7.983713302190933e-05,130.0714655940605
523.681640625,8.575800217634202e-05,144.4924328699958
524.90234375,5.77442618393785e-05,146.3128419347931
526.123046875,2.357044691181923e-05,165.2898760030766
527.34375,9.592465288799369e-06,27.25023462166228
528.564453125,3.632455267000742e-06,179.8919826026018
529.78515625,3.432361801911196e-06,143.8652384244138
531.005859375,9.85544292066695e-06,8.66337283418425
532.2265625,3.438352797886367e-05,149.8973935493833
533.447265625,5.466283474094084e-05,149.1471284421756
534.66796875,6.164582977125828e-05,154.6723474559937
535.888671875,6.997756073289145e-05,156.6156097993826
537.109375,7.225556567449151e-05,159.6690347818355
538.330078125,6.125714851864996e-05,161.6235141217504
539.55078125,4.392748370162974e-05,149.6565449431319
540.771484375,3.58122135590137e-05,118.8220987637658
541.9921875,3.42956580229265e-05,108.555430952424
543.212890625,3.865845509425968e-05,113.0757011106338
544.43359375,4.541281431291506e-05,119.9526664949073
545.654296875,4.477709944339895e-05,138.5312405799696
546.875,3.465254299736577e-05,149.1437634689906
548.095703125,8.84157215541134e-06,171.9511245208611
549.31640625,2.019757072898066e-05,115.4073975633722
550.537109375,3.844166015131167e-05,127.1951507762136
551.7578125,4.956703115865759e-05,129.8308288787937
552.978515625,4.596221343180477e-05,127.4745237507999
554.19921875,4.114661026145463e-05,131.1852900157524
555.419921875,3.486904861990084e-05,131.5311276223921
556.640625,2.597673972231009e-05,100.397092533068
557.861328125,3.127679323721653e-05,68.01470277383672
559.08203125,3.31856791942668e-05,41.31479130420313
560.302734375,4.970369843421759e-05,27.25285868534075
561.5234375,6.921149199802664e-05,31.56337360284341
562.744140625,7.185743366028586e-05,27.81464187481208
563.96484375,6.987074874004834e-05,29.6311799161086
565.185546875,7.126537104021994e-05,48.20112580819106
566.40625,6.680208391215788e-05,68.16297990416622
567.626953125,6.968115907460761e-05,81.44934331305789
568.84765625,8.957630065819155e-05,85.89403297837367
570.068359375,0.0001055622980775328,89.75129606942944
571.2890625,0.0001082094386986719,85.66550331803258
572.509765625,0.0001072665538085972,75.4533220247727
573.73046875,9.823152283080908e-05,70.66355530925209
574.951171875,7.92500393077905e-05,65.46020687696094
576.171875,6.136683548682763e-05,55.89648821700061
577.392578125,3.667016801946755e-05,50.74409527197061
578.61328125,2.06141756269785e-06,25.79475796479334
579.833984375,2.140228306100491e-05,72.66356971421435
581.0546875,3.579230716343751e-05,87.97975174278891
582.275390625,4.980734470553046e-05,88.80396330086985
583.49609375,4.42391921076216e-05,87.66574836122156
584.716796875,1.865984623123781e-05,88.99159300509687
585.9375,6.089526613912165e-06,21.40174885452775
587.158203125,1.561643516288659e-05,168.4983501642757
588.37890625,1.928581734808195e-05,167.245656536296
589.599609375,1.908296771454384e-05,16.74208150954933
590.8203125,3.081836342778572e-05,28.49482590848136
592.041015625,4.507372989409956e-05,21.68369542790484
593.26171875,5.189690015453296e-05,20.90059769252117
594.482421875,4.872507707131089e-05,19.69177296520245
595.703125,3.674894216543252e-05,14.43488721006829
596.923828125,1.843109067825279e-05,21.21379787420062
598.14453125,8.547757828357836e-06,148.819329487354
599.365234375,2.922894757100096e-05,19.45913322155771
600.5859375,4.599207450837158e-05,32.72486579611412
601.806640625,5.919801692718567e-05,25.70525924237164
603.02734375,6.3482326567699e-05,12.39186794651149
604.248046875,6.460248378676833e-05,178.4966802322217
605.46875,7.983402516027832e-05,168.2921465017672
606.689453125,8.287767514715826e-05,161.7335427263801
607.91015625,7.717298758950804e-05,162.0409150504037
609.130859375,8.252961871493043e-05,169.4520044906064
610.3515625,7.076027409048618e-05,175.8422933926612
611.572265625,4.894715033318142e-05,4.320597764493701
612.79296875,3.476097032005217e-05,3.234602673111995
614.013671875,2.03322162304357e-05,171.8568577067096
615.234375,1.499028928383808e-05,8.357840209904998
616.455078125,1.729340427915138e-05,23.60752481977488
617.67578125,1.616595064346817e-05,52.84762288616339
618.896484375,2.856722042035592e-05,92.22707201268027
620.1171875,4.504485577230095e-05,106.3455359211828
621.337890625,5.677316777833118e-05,117.2225373304287
622.55859375,7.080576432097233e-05,130.0942239228217
623.779296875,8.562215976607323e-05,132.8068101399714
625,9.132549685293615e-05,133.1254469363776
626.220703125,9.646998851590555e-05,140.5199047698466
627.44140625,9.73363080628501e-05,139.4005124715054
628.662109375,8.212532058532591e-05,134.6677139234085
629.8828125,6.980553604786853e-05,135.8601500202485
631.103515625,7.709837257176687e-05,124.6982947538937
632.32421875,8.939083550958977e-05,114.2945903296078
633.544921875,8.540025137360335e-05,113.4738652646506
634.765625,7.316163395011811e-05,118.8261481551401
635.986328125,6.518824484348524e-05,129.7856609927799
637.20703125,5.74933428183985e-05,134.8976168559187
638.427734375,4.079652979679857e-05,138.4169514583893
639.6484375,1.822225257254118e-05,140.2996849930284
640.869140625,8.28053976987427e-06,55.81234758614377
642.08984375,7.97561599874306e-06,139.5256373936902
643.310546875,3.606893462408493e-05,74.08404287465846
644.53125,7.741488529696447e-05,54.86762694872389
645.751953125,0.0001236155325366903,45.29851057514454
646.97265625,0.0001477871485523551,47.48097055681275
648.193359375,0.0001592721107562206,54.9254410753892
649.4140625,0.0001727288232012078,60.96914336927934
650.634765625,0.0001522268348908051,66.90445175691411
651.85546875,0.0001060556301336381,76.12135422958507
653.076171875,7.561232149947069e-05,79.06119399059492
