#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321AE070F
#Date Time: 2025-04-23 12:34:07.909
#Trace: Trace 1
#Start: 0 Hz
#Stop: 5000 Hz
#BINs: 4097
#Rate: 10000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.53121 V
#Offset: 0.000184734 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.48273 V
#Offset: 4.47872e-05 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#Frequency (Hz),Trace 1 (dBV),Phase (deg)
565.185546875,-87.23969809281492,173.0969631628994
566.40625,-91.06461944300393,138.2914492201635
567.626953125,-97.26715207138272,90.62872626412589
568.84765625,-91.66222623817789,161.8813103214181
570.068359375,-85.67409871452307,151.935779478557
571.2890625,-85.42269697201183,145.8343634325659
572.509765625,-87.75666164429404,122.85545593947
573.73046875,-89.06533989796992,74.12996444668474
574.951171875,-88.29699101763151,39.54622692980424
576.171875,-89.46904432089951,37.32952081950778
577.392578125,-93.23761036117828,50.50680091734269
578.61328125,-101.4052500553566,87.09643257935153
579.833984375,-105.2070003001353,94.69528006311673
581.0546875,-95.62855904546208,10.95418050202389
582.275390625,-89.15426710843153,4.52401124419302
583.49609375,-86.73512611010671,4.931711494475726
584.716796875,-86.98272628830844,170.2073274200545
585.9375,-88.64608889495287,147.8284336673432
587.158203125,-92.87425334365436,140.0039577116035
588.37890625,-99.21773998536142,155.3778647171834
589.599609375,-97.50940179276314,25.4107314233452
590.8203125,-91.18355875246414,63.51254594438253
592.041015625,-89.3739082496041,79.09199536826911
593.26171875,-90.73931726251217,67.40301966601328
594.482421875,-91.10894164302042,62.54950899495966
595.703125,-90.70234978835271,79.90568512470456
596.923828125,-87.65718070475357,72.95676032542615
598.14453125,-87.07315005823062,71.0404300383528
599.365234375,-92.40445490616246,86.85631414228085
600.5859375,-97.51501740099093,26.67342633653785
601.806640625,-85.45650437547283,57.01673676398588
603.02734375,-81.37192421230731,63.27548758697933
604.248046875,-80.43780458949163,70.77396946079556
605.46875,-82.11256373489803,77.58179210816331
606.689453125,-88.21392061312733,91.93830152723707
607.91015625,-103.19836766107,2.416954183359626
609.130859375,-90.0618356460061,81.49399940313565
610.3515625,-85.57766830908128,80.12528915072161
611.572265625,-83.71352213580138,78.8076118148313
612.79296875,-83.39580678125802,66.87127950632733
614.013671875,-83.91517589639334,47.50978356006696
615.234375,-86.59842471714229,37.38560572065407
616.455078125,-91.77402784237201,20.47498092998386
617.67578125,-92.7326561694405,132.6697899468252
618.896484375,-87.47622278668541,102.021285022915
620.1171875,-87.58435414769252,92.95196253934665
621.337890625,-89.425484142305,76.11689625277768
622.55859375,-88.44774677104995,61.17798807823633
623.779296875,-86.91785684131199,45.12081870885591
625,-85.93874753284584,33.24732607040598
626.220703125,-87.65943000037382,24.33159693641428
627.44140625,-92.04284469350604,19.04436677313501
628.662109375,-96.21316519072826,33.37798490705209
629.8828125,-99.69545458298056,8.19293743881577
631.103515625,-105.4061447796579,44.62482072065265
632.32421875,-92.85046891608727,109.3025392982622
633.544921875,-90.7815790950592,116.6801936387023
634.765625,-89.39518034014468,137.2801682020085
635.986328125,-85.49358588423593,157.9343272813344
637.20703125,-84.32179595383019,175.5945620298261
638.427734375,-84.49375310415562,15.72014011205034
639.6484375,-84.71662164194539,27.0781269734057
640.869140625,-87.05671230246787,41.13109508788497
642.08984375,-89.70067803150243,73.94813027885478
643.310546875,-93.40282305029643,91.90155842984693
644.53125,-118.6457487503494,20.95447478314745
645.751953125,-96.11289741819897,103.9235921953636
646.97265625,-93.25836492240826,116.2602570832432
648.193359375,-91.7966701245375,96.05869836097591
649.4140625,-91.3375652569143,90.8873429801841
650.634765625,-95.56932032391352,135.4199558830002
651.85546875,-94.52383500555274,4.79060171388265
653.076171875,-93.06996776052942,177.606037713769
654.296875,-92.50673836892676,177.5831681358365
655.517578125,-97.57923850739589,32.94623236120246
656.73828125,-92.42665713320157,126.2057944631419
657.958984375,-86.29313025380327,132.3737684011662
659.1796875,-84.2355046944875,124.087330488701
660.400390625,-83.29568592787379,109.1976898879901
661.62109375,-82.97257390211458,95.54144704253262
662.841796875,-83.88164349450398,89.00185461448227
664.0625,-84.71602822534058,84.06334893210295
665.283203125,-85.07010774522989,83.34364587925846
666.50390625,-86.42956111374136,102.083789459881
667.724609375,-87.86417821466934,122.3374989444481
668.9453125,-93.30884430652969,122.928156638014
670.166015625,-99.08852334499942,164.9886267073701
671.38671875,-92.38577789434798,169.9387018289474
672.607421875,-88.69848158314491,161.5447869772087
673.828125,-86.62776135497666,165.2319863937791
675.048828125,-86.85705875489838,177.2717629828337
676.26953125,-88.25227205620286,33.86996549459899
677.490234375,-85.1506949460037,75.83461087413762
678.7109375,-82.31606858703685,91.59646872420157
679.931640625,-83.06090390045014,90.85992066190627
681.15234375,-85.36066275481505,69.24624103306645
682.373046875,-85.04952359792325,46.37541656999625
683.59375,-84.60013621072747,37.8098728053142
684.814453125,-85.00160302107955,46.25823912007402
686.03515625,-86.35123655885521,73.13520493029176
687.255859375,-89.681000270282,103.4951906810316
688.4765625,-94.04281323970351,160.3072314228019
689.697265625,-90.31892176815307,38.06450624127289
690.91796875,-86.68649581880246,64.94136300654633
692.138671875,-85.66024200613795,73.12427368922268
693.359375,-84.98123793906707,64.39299245752028
694.580078125,-83.26352786141211,55.84095154815955
695.80078125,-82.88064520415965,44.68639361325494
697.021484375,-82.57854821160822,28.94080703321806
698.2421875,-83.61967892118754,22.52061418724626
699.462890625,-89.21284068859832,20.46941696561264
700.68359375,-97.60969752729223,105.8862205377974
701.904296875,-86.3832325875893,144.7746180527735
703.125,-84.32720313362034,147.0768550899769
704.345703125,-86.46987555652039,131.2887442628921
705.56640625,-88.0702738721281,92.54715089367423
706.787109375,-86.42515294826849,40.56253806733532
